Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
1416	0	-15809.53	-15822.62	13.08627	0.11583	0.0961905	0.0904576	0.0950299	0.102393	0.06166	0.098845	0.0972476	0.105445	0.199103	0.0674334	0.0808702	0.0984525	0.0968153	0.114186	0.130998	0.100037	0.121915	0.119694	0.0770092	0.0978866	0.0952284	0.16819	0.0106701	0.0470023	0.016945	0.0272932	0.0291481	0.0396766	0.0639293	0.030044	0.0510768	0.0231487	0.0877839	0.0610486	0.0538992	0.0190178	0.0199595	0.0374488	0.0272755	0.0192275	0.0409905	0.043778	3.180281
1417	1	-15805.05	-15816.84	11.7911	0.142254	0.118846	0.101148	0.117938	0.104318	0.0646417	0.105236	0.0905968	0.0934452	0.162634	0.0940283	0.075315	0.111783	0.0917573	0.111968	0.149339	0.141633	0.125888	0.120459	0.0824606	0.0843171	0.0981845	0.152922	0.0456354	0.0201138	0.0299914	0.0319398	0.0418771	0.0332787	0.0434079	0.0281425	0.0266798	0.0520331	0.0371535	0.0155483	0.0362854	0.0806472	0.0444965	0.0239716	0.0469291	0.0378551	0.0485326	0.0441665	3.309797
1418	0	-15804.8	-15817.1	12.30131	0.141564	0.114425	0.101362	0.0783072	0.102393	0.0814638	0.118147	0.0655018	0.114869	0.168492	0.0739767	0.0805498	0.0925888	0.0899294	0.114679	0.14442	0.120005	0.102374	0.121591	0.0869268	0.126833	0.107946	0.16819	0.0218905	0.0228056	0.022744	0.0341498	0.0294225	0.0283557	0.039011	0.0443926	0.0505838	0.0242164	0.0825366	0.0548508	0.0601134	0.0274609	0.0392199	0.0306252	0.0357133	0.0171536	0.04516	0.0318374	3.258777
1419	1	-15806.23	-15820.07	13.84275	0.132369	0.0926847	0.0925216	0.10677	0.118273	0.0802155	0.126141	0.0884365	0.0908466	0.158195	0.072291	0.0713371	0.0832113	0.0811885	0.116015	0.127084	0.107464	0.0971717	0.116259	0.0474382	0.0888079	0.084995	0.167156	0.0280556	0.0193048	0.0420072	0.0403176	0.0350511	0.0339466	0.0304339	0.0257906	0.0273819	0.0910274	0.0347787	0.0169493	0.0370685	0.0701478	0.0395536	0.018388	0.0380731	0.0410339	0.0319924	0.0564585	3.104633
1420	0	-15812.08	-15824.92	12.84255	0.120827	0.100924	0.0923274	0.105654	0.111407	0.0836309	0.14132	0.0807914	0.077245	0.16216	0.0899467	0.0489461	0.0813058	0.112895	0.0995961	0.132669	0.123347	0.097556	0.121591	0.087945	0.088142	0.0979419	0.152752	0.0192963	0.0385356	0.00801167	0.0572041	0.0260362	0.0386754	0.0530861	0.0308215	0.0492621	0.0297522	0.0707777	0.0430958	0.0531537	0.0304494	0.0414002	0.0495267	0.0402826	0.0215632	0.0461122	0.0466896	3.204653
1421	1	-15797.11	-15809.94	12.83466	0.122081	0.113315	0.0935205	0.101999	0.127147	0.0817912	0.120395	0.0781521	0.114255	0.158195	0.0867151	0.0821482	0.0819758	0.0844734	0.116015	0.127099	0.135452	0.115858	0.116528	0.0670215	0.0886914	0.0808892	0.183624	0.0179687	0.0221723	0.0336981	0.0440202	0.0414309	0.023208	0.045781	0.0226534	0.0315597	0.0546582	0.026732	0.0408365	0.0227843	0.0760223	0.0572103	0.0146302	0.0247764	0.0475782	0.0446528	0.0357256	3.205442
1422	0	-15808.24	-15820.93	12.69252	0.119967	0.127803	0.090347	0.105654	0.114087	0.0952448	0.142803	0.0841335	0.109713	0.178399	0.0893682	0.0608723	0.117981	0.0953495	0.128344	0.107592	0.126114	0.0884639	0.130928	0.0779454	0.0855527	0.0677625	0.15994	0.0210363	0.0373706	0.00660083	0.0452891	0.0259864	0.0371979	0.0447202	0.0259567	0.0401933	0.0328383	0.093049	0.0455379	0.0402727	0.0290631	0.0270273	0.0326058	0.0240838	0.0201878	0.0400114	0.0462628	3.219656
1423	1	-15802.07	-15814.25	12.18554	0.125453	0.0980721	0.0942038	0.100329	0.131393	0.0809143	0.145207	0.0771974	0.113087	0.179235	0.082746	0.114745	0.093628	0.0844734	0.117938	0.122994	0.104219	0.10988	0.114391	0.0703472	0.0979727	0.0853972	0.172529	0.0285284	0.0241366	0.0447026	0.0308937	0.0467482	0.0141463	0.0300409	0.0311133	0.018093	0.0541386	0.0304057	0.0316537	0.0311559	0.091471	0.0511291	0.0124026	0.0184638	0.055811	0.0466997	0.0622683	3.270354
1424	0	-15812.81	-15825.55	12.73585	0.13765	0.0803233	0.0921778	0.0773841	0.109108	0.071132	0.123614	0.0731513	0.0872848	0.201238	0.0833501	0.0907964	0.0999694	0.101647	0.12934	0.124013	0.131025	0.100806	0.119723	0.0821562	0.0838788	0.0860844	0.16326	0.024476	0.0468527	0.0119278	0.0514257	0.04452	0.0293475	0.0508455	0.0240222	0.0449307	0.0319082	0.0764107	0.0510308	0.0382208	0.0453924	0.0309636	0.0389038	0.015168	0.0251948	0.0491397	0.0355289	3.215323
1425	1	-15796.8	-15809.25	12.44539	0.121324	0.0968939	0.0891129	0.0992545	0.117322	0.0814474	0.136432	0.0887902	0.104668	0.158872	0.0741934	0.0911267	0.100727	0.1222	0.128742	0.133271	0.114854	0.089413	0.13246	0.0784245	0.0901286	0.0965652	0.172529	0.0271169	0.0209384	0.0399596	0.0294476	0.0481041	0.0303397	0.0349992	0.0215372	0.0257889	0.0575529	0.0229682	0.0246501	0.0326878	0.0860267	0.0389578	0.0307398	0.0215121	0.045419	0.0351621	0.0517097	3.244368
1426	0	-15803.53	-15815.38	11.85699	0.145378	0.0937724	0.107334	0.116929	0.127024	0.0834326	0.123614	0.0942151	0.08792	0.171097	0.0707004	0.0831061	0.0843924	0.078954	0.126151	0.131129	0.134569	0.12066	0.125309	0.0842057	0.075302	0.0813058	0.169387	0.0305822	0.0386766	0.0123506	0.0363029	0.0248619	0.0295175	0.0518729	0.0239378	0.0400904	0.0444385	0.088432	0.0461787	0.0534461	0.0286783	0.039187	0.0249073	0.039	0.0346745	0.0474	0.0527849	3.303209
1427	1	-15809.24	-15821.38	12.14302	0.121324	0.0902678	0.120284	0.102757	0.0953906	0.0769941	0.108575	0.0748494	0.104668	0.168278	0.0801288	0.0920517	0.0764593	0.0958981	0.128198	0.15172	0.136133	0.128935	0.107875	0.0973201	0.0799502	0.0725918	0.182969	0.0359159	0.0163562	0.0433893	0.0285	0.0609102	0.0451538	0.0264966	0.0323119	0.0215985	0.0575529	0.0382294	0.0203017	0.0362459	0.0815136	0.0368466	0.0230535	0.0295259	0.0568604	0.0392075	0.051019	3.274606
1428	0	-15805.24	-15816.84	11.60003	0.128757	0.121929	0.0970461	0.140452	0.107577	0.0806028	0.121759	0.089884	0.105365	0.174128	0.0810871	0.0838665	0.0880546	0.10996	0.116457	0.126853	0.130708	0.094477	0.118178	0.0857289	0.0747528	0.0932956	0.182267	0.0263303	0.0406387	0.0158089	0.0402229	0.0193244	0.0366625	0.0479162	0.0230153	0.0526775	0.0341477	0.0568077	0.0767118	0.0448638	0.0318052	0.0394046	0.0321419	0.0284478	0.0286564	0.0568801	0.0432575	3.328905
1429	1	-15807.37	-15818.89	11.51822	0.150198	0.0957055	0.103322	0.116528	0.115711	0.0934527	0.146011	0.0876187	0.0928671	0.171773	0.0854384	0.0904324	0.102553	0.083144	0.129681	0.124063	0.136133	0.110773	0.120283	0.080804	0.0948911	0.0807828	0.179476	0.0210556	0.0157141	0.0468846	0.0309916	0.0468666	0.0468835	0.0386723	0.0337378	0.0348584	0.0318987	0.026544	0.0220921	0.0430255	0.08421	0.0479994	0.0439978	0.0254792	0.0386043	0.0245286	0.0413992	3.337086
1430	0	-15800.47	-15814.08	13.61684	0.117807	0.0912119	0.103876	0.0983871	0.100877	0.0913997	0.123318	0.0905389	0.0907449	0.151564	0.0731767	0.094325	0.0838079	0.0958266	0.0980315	0.115351	0.122254	0.107282	0.106362	0.0857289	0.0972281	0.0881733	0.170174	0.0383231	0.0331118	0.0343668	0.0374197	0.036471	0.0347365	0.0338415	0.0251432	0.0388495	0.0225814	0.077729	0.0500435	0.0341706	0.0393165	0.0218914	0.026852	0.0353056	0.0274136	0.052329	0.0298819	3.127224
1431	1	-15803.29	-15816.71	13.41226	0.128549	0.0878641	0.08972	0.0861605	0.11173	0.0749071	0.116041	0.0929157	0.0928671	0.159975	0.100048	0.0896742	0.0943689	0.102019	0.106554	0.117466	0.127908	0.133428	0.0999558	0.101831	0.0911446	0.0784586	0.162133	0.034201	0.0165143	0.0314532	0.0337581	0.0333767	0.0215287	0.032487	0.0227868	0.0271037	0.0478417	0.0277183	0.00986955	0.0376505	0.0959222	0.0341092	0.0357335	0.0289919	0.0397623	0.0389263	0.0522285	3.147682
1432	0	-15803.97	-15816.5	12.53069	0.120805	0.0996437	0.0964254	0.120499	0.140135	0.0789281	0.12259	0.07722	0.105019	0.165423	0.0655366	0.0882493	0.0900432	0.0942612	0.125647	0.143946	0.103123	0.108291	0.115692	0.0594695	0.0785155	0.105859	0.176086	0.0241511	0.0378561	0.0225484	0.0323532	0.0213438	0.0317459	0.0365498	0.0260391	0.0518859	0.029093	0.0999025	0.0390771	0.0374994	0.0282951	0.0362303	0.0483659	0.0293168	0.0314868	0.041714	0.0489752	3.235839
1433	1	-15801.61	-15814.97	13.36231	0.123651	0.105539	0.114827	0.0979229	0.108471	0.0711301	0.130577	0.0820796	0.104142	0.179785	0.08673	0.0843914	0.0903579	0.0860397	0.103114	0.121363	0.122953	0.0982102	0.118545	0.0894795	0.0926012	0.0789208	0.146613	0.0248544	0.0166962	0.0235533	0.0367945	0.0636757	0.038328	0.0336233	0.0189967	0.0172732	0.0486497	0.0257006	0.0245817	0.0257469	0.0873008	0.0511569	0.0257118	0.0300436	0.0404951	0.0395254	0.0425261	3.152677
1434	0	-15807.9	-15820.55	12.65153	0.162553	0.0906203	0.122983	0.100952	0.110501	0.081341	0.144767	0.0793484	0.111096	0.171435	0.0757252	0.101536	0.0747592	0.0942612	0.11005	0.113243	0.109409	0.0947642	0.125798	0.0895115	0.0812461	0.105203	0.155081	0.0154451	0.0295147	0.0301909	0.0310609	0.0314577	0.0357153	0.0463922	0.0225713	0.0441843	0.0259079	0.0701232	0.0468354	0.0326389	0.0254518	0.0303782	0.0288154	0.0427519	0.031446	0.0537458	0.0429431	3.223755
1435	1	-15803.36	-15816.87	13.51408	0.123651	0.0913384	0.0966089	0.100915	0.131684	0.066247	0.124452	0.0941754	0.104142	0.176974	0.071909	0.0801061	0.115602	0.0854592	0.111163	0.10761	0.132994	0.125945	0.11663	0.0633366	0.0979683	0.0879021	0.144583	0.0204718	0.021177	0.0416402	0.0256795	0.0578359	0.0485909	0.0282582	0.0297295	0.0158351	0.0550174	0.0239976	0.018726	0.0325722	0.0728769	0.0459698	0.021944	0.0223617	0.0379404	0.0336111	0.0318682	3.1375
1436	0	-15799.48	-15812.77	13.28812	0.119887	0.0981768	0.0906422	0.102966	0.104491	0.0769649	0.125591	0.0846919	0.0947956	0.156995	0.079048	0.0815045	0.107884	0.101017	0.107839	0.125982	0.102276	0.105405	0.112095	0.0787532	0.0880265	0.0937409	0.181406	0.0245095	0.0373246	0.0169413	0.0385385	0.0278162	0.0370684	0.049992	0.014781	0.0531658	0.0163164	0.0961045	0.0365092	0.0366702	0.0214944	0.0394315	0.0223088	0.0390506	0.0316197	0.0513354	0.0489389	3.160096
1437	1	-15815.2	-15828.9	13.70196	0.112051	0.0924722	0.09494	0.0876849	0.107612	0.0848957	0.129611	0.0750122	0.12566	0.155489	0.0617747	0.102416	0.117609	0.0774667	0.115244	0.099826	0.116915	0.0986007	0.105074	0.0717175	0.0861615	0.0729997	0.184526	0.0219046	0.0266314	0.0304	0.0364146	0.0673815	0.035263	0.0222584	0.0260995	0.0154722	0.0773522	0.0425473	0.0422473	0.023723	0.0740204	0.0475661	0.0141428	0.022778	0.0385961	0.0569659	0.0211901	3.118712
1438	0	-15797.22	-15809.9	12.687	0.119887	0.0960804	0.0941817	0.110768	0.120803	0.0769649	0.114356	0.0833129	0.105657	0.197965	0.0765443	0.0969279	0.111512	0.101365	0.0983823	0.128999	0.125324	0.12266	0.109382	0.0733311	0.0814227	0.0880028	0.155818	0.0210885	0.0259547	0.0142564	0.0313443	0.0278162	0.0451988	0.049969	0.0197163	0.0484104	0.0185056	0.0719856	0.0636454	0.0388435	0.0325164	0.0314279	0.0342332	0.0429907	0.027385	0.0506866	0.0345867	3.220208
1439	1	-15803.7	-15816.8	13.0937	0.137883	0.0858817	0.0927524	0.115209	0.12624	0.0716367	0.135474	0.083466	0.0945355	0.17162	0.0849723	0.0747796	0.0809124	0.105032	0.115553	0.103414	0.130136	0.123905	0.130977	0.0688044	0.0901778	0.0829415	0.143829	0.0334915	0.0336671	0.0415093	0.0168839	0.0456674	0.0492849	0.0314675	0.0359488	0.022566	0.049784	0.031223	0.0257749	0.0320505	0.0761954	0.0374035	0.0254949	0.0273297	0.0380224	0.0434455	0.0321961	3.179538
1440	0	-15805.73	-15818.81	13.07765	0.129299	0.0832056	0.0856938	0.107835	0.129885	0.0759455	0.152924	0.0840836	0.11661	0.182821	0.0790913	0.0669961	0.0828585	0.0917509	0.116496	0.117786	0.121889	0.101341	0.119516	0.0799442	0.0777469	0.0967049	0.153845	0.0291725	0.035089	0.018443	0.0307837	0.0223932	0.0315928	0.0337455	0.0227425	0.0542253	0.0240998	0.0718462	0.0492205	0.065132	0.0283164	0.0249805	0.0246093	0.0409275	0.0300672	0.0525479	0.0369394	3.181143
1441	1	-15811.22	-15823.3	12.08031	0.132385	0.0997512	0.0999672	0.100791	0.157948	0.0820726	0.116155	0.0782088	0.0914145	0.167113	0.0849723	0.0701151	0.107404	0.0926973	0.112483	0.112581	0.130136	0.110748	0.12196	0.072697	0.0788941	0.0840244	0.179753	0.0216171	0.0270293	0.0232594	0.0423308	0.0783897	0.0726108	0.025145	0.024449	0.022806	0.0534227	0.0258106	0.0294862	0.0437866	0.0841948	0.0525695	0.00535264	0.0356157	0.0458559	0.0351735	0.047701	3.280877
1442	0	-15812.13	-15825.56	13.43269	0.1159	0.113453	0.0899592	0.0810466	0.0994596	0.0772812	0.102268	0.0760365	0.0991446	0.188004	0.0711638	0.0687388	0.112368	0.0698133	0.113004	0.110189	0.129254	0.129794	0.129537	0.0776394	0.0993312	0.0733417	0.143166	0.0201071	0.0369822	0.013553	0.0226442	0.0225814	0.0311546	0.0422985	0.0212819	0.0613141	0.0273372	0.0926211	0.0500491	0.0716046	0.0303931	0.0368909	0.0313751	0.0411974	0.0381799	0.045377	0.0388034	3.145638
1443	1	-15813.2	-15825.41	12.21035	0.113456	0.109825	0.11603	0.107875	0.123815	0.0893444	0.141296	0.0852653	0.0999978	0.186133	0.0847619	0.0644744	0.0830067	0.0893076	0.110594	0.118656	0.1213	0.0918118	0.14136	0.0835845	0.0910978	0.0806143	0.161476	0.028195	0.0253686	0.0204547	0.0372602	0.0716176	0.0561739	0.0335468	0.033163	0.0350593	0.0355488	0.0261573	0.0299127	0.0177168	0.101057	0.0460736	0.0127419	0.0170313	0.0615385	0.0412721	0.0429007	3.267873
1444	0	-15799.42	-15811.46	12.04612	0.11654	0.122765	0.106944	0.10504	0.110363	0.078042	0.132795	0.0849365	0.0931205	0.184202	0.0630607	0.0881386	0.105048	0.107658	0.107611	0.113884	0.139446	0.114096	0.137624	0.0657841	0.0902073	0.0913417	0.152324	0.0142157	0.0392249	0.0193964	0.0371834	0.0224739	0.0397773	0.0585562	0.0196164	0.0500177	0.0370803	0.077535	0.0534639	0.0436155	0.0222456	0.0327744	0.0286236	0.0443127	0.0385819	0.0519578	0.0426716	3.284296
1445	1	-15818.93	-15830.85	11.91505	0.136551	0.0937252	0.0959929	0.114492	0.134999	0.086692	0.120068	0.100435	0.0921243	0.152777	0.0981404	0.0931317	0.111358	0.0931762	0.110594	0.0864767	0.15006	0.113338	0.131479	0.0796129	0.0908815	0.10049	0.155294	0.0399388	0.035449	0.0126154	0.0272117	0.0430873	0.0468476	0.0284164	0.0434437	0.0262091	0.051079	0.0333496	0.0289882	0.0313852	0.0664142	0.0453694	0.0182239	0.0418224	0.0651793	0.0430134	0.0274728	3.297403
1446	0	-15807.98	-15819.73	11.74619	0.126778	0.100055	0.1069	0.112426	0.110252	0.0759945	0.116539	0.0753759	0.109136	0.158621	0.0978771	0.0981619	0.0978179	0.129019	0.116636	0.133758	0.125091	0.11663	0.137688	0.0788367	0.0743614	0.0913417	0.191033	0.0135174	0.0218866	0.0295204	0.0328625	0.0388003	0.0379047	0.0316579	0.0173741	0.0504439	0.0215365	0.0703661	0.0769431	0.0464889	0.0243103	0.0330481	0.0403762	0.0233118	0.0327851	0.0436716	0.0471539	3.314288
1447	1	-15804.98	-15817.5	12.52224	0.114537	0.111075	0.0993372	0.123541	0.108428	0.0729711	0.126402	0.0658927	0.104695	0.163117	0.0839982	0.0891616	0.0978994	0.0953625	0.104941	0.106251	0.129262	0.121415	0.107833	0.107856	0.102056	0.082274	0.177733	0.0450934	0.0149473	0.037631	0.0260112	0.0686774	0.050516	0.0405987	0.0367407	0.0197313	0.0384922	0.0306607	0.0326957	0.0192325	0.0708402	0.0555173	0.0257836	0.0291859	0.0428961	0.0418831	0.0135123	3.236684
1448	0	-15801.59	-15814.62	13.02788	0.119788	0.100055	0.100788	0.10027	0.101963	0.102402	0.12808	0.0739864	0.116134	0.164856	0.0771341	0.0811332	0.108822	0.090905	0.114569	0.133824	0.101807	0.131314	0.121369	0.0790563	0.0936544	0.0935782	0.15811	0.011998	0.0341438	0.0215321	0.0269886	0.031835	0.0374186	0.0411036	0.0243767	0.027185	0.0259501	0.0825304	0.0531148	0.059229	0.0266369	0.0369082	0.0166567	0.0307232	0.0317337	0.0377153	0.0347408	3.18612
1449	1	-15803.26	-15815.82	12.56309	0.143682	0.0882187	0.102311	0.114002	0.107202	0.0856909	0.151258	0.0667916	0.0968378	0.163117	0.0710644	0.0817682	0.0978994	0.110941	0.096157	0.105646	0.138918	0.121415	0.120661	0.0793566	0.0881676	0.10535	0.172882	0.0508615	0.0124462	0.0306163	0.028672	0.0583536	0.0500345	0.0253911	0.0243663	0.0258881	0.0504035	0.0279342	0.0328361	0.0221895	0.0592295	0.0452336	0.0341455	0.0371165	0.0413003	0.04953	0.0167123	3.232599
1450	0	-15799.17	-15812.46	13.28563	0.114086	0.10059	0.0986131	0.118633	0.116866	0.0787841	0.116629	0.07993	0.0930231	0.170848	0.0809117	0.0837504	0.0952273	0.0849026	0.0930939	0.14301	0.116381	0.112611	0.111591	0.0719374	0.0883383	0.105269	0.173469	0.0222867	0.036177	0.0294872	0.0405184	0.012486	0.02779	0.0414279	0.0144325	0.0385717	0.0251276	0.0743413	0.0524517	0.0466827	0.0343765	0.0467023	0.0313753	0.0338027	0.0285137	0.0436004	0.0316981	3.160345
1451	1	-15809.28	-15822.88	13.60272	0.0938261	0.104028	0.106089	0.100881	0.0948794	0.0927744	0.110135	0.0914663	0.100255	0.154775	0.0752265	0.0752474	0.0882964	0.0862244	0.104205	0.133592	0.132982	0.121415	0.124775	0.066425	0.083786	0.105307	0.15698	0.044765	0.0228517	0.0289493	0.0323135	0.0451712	0.0445044	0.0280126	0.0284027	0.0237566	0.0692797	0.0346917	0.0324045	0.0202116	0.065918	0.0395491	0.0232977	0.0320636	0.0483499	0.0509529	0.00961907	3.128636
1452	0	-15801.81	-15814.9	13.09151	0.113518	0.090561	0.0941316	0.110485	0.094614	0.0730782	0.118525	0.07993	0.107973	0.202907	0.0886616	0.0789941	0.112863	0.102225	0.0900462	0.125394	0.116381	0.117769	0.125296	0.0742577	0.0836117	0.09349	0.158301	0.0209693	0.0328951	0.0201396	0.0519908	0.012486	0.0363387	0.0491035	0.0135743	0.0407696	0.0332797	0.0696121	0.0408525	0.039951	0.0289656	0.0514506	0.0277188	0.0321118	0.0285931	0.0612822	0.0346591	3.179757
1453	1	-15797.52	-15811.29	13.76704	0.140597	0.0965397	0.0906547	0.104776	0.108594	0.0742217	0.112947	0.079414	0.101544	0.175924	0.0829738	0.0824399	0.0840751	0.0859288	0.0976353	0.13103	0.128926	0.104137	0.113853	0.074275	0.0797039	0.0744043	0.144059	0.0300546	0.0312833	0.043538	0.0256381	0.0432228	0.0471555	0.0390995	0.0365892	0.0267228	0.0548833	0.0343149	0.0210889	0.0458679	0.0719863	0.0449097	0.0318436	0.015583	0.0369435	0.0424438	0.0203819	3.112204
1454	0	-15807.33	-15821.31	13.97727	0.128513	0.104805	0.0723919	0.108535	0.114841	0.0759087	0.132725	0.0702267	0.108388	0.150656	0.0843388	0.0901616	0.0967213	0.102225	0.0996495	0.110759	0.10948	0.102903	0.124436	0.0814535	0.0717358	0.0746919	0.148639	0.0194026	0.0250851	0.0278288	0.0492203	0.0230899	0.0530099	0.0474296	0.0136015	0.0484059	0.0308235	0.0787865	0.0419971	0.0375122	0.0244874	0.0454442	0.0251088	0.0201493	0.0402042	0.0382384	0.037173	3.091181
1455	1	-15803.53	-15816.7	13.16695	0.111376	0.0883031	0.0820018	0.099303	0.119505	0.0740984	0.107582	0.0759289	0.0952386	0.182236	0.0784639	0.0994312	0.114899	0.0927988	0.109576	0.133595	0.151675	0.125185	0.137746	0.0624483	0.0742412	0.100586	0.165569	0.0374135	0.0191404	0.0406114	0.0274259	0.0349608	0.0422234	0.0322532	0.0326796	0.0228884	0.0586161	0.0369711	0.0282423	0.020485	0.0713035	0.0448101	0.0222626	0.0090224	0.0340928	0.050716	0.0243075	3.172213
1456	0	-15802.6	-15814.96	12.36442	0.128513	0.118819	0.086409	0.102191	0.128093	0.0830377	0.136872	0.0692189	0.0870213	0.150656	0.0790333	0.0816337	0.0877739	0.10045	0.124352	0.128688	0.141694	0.0916207	0.145994	0.0849805	0.098349	0.0948107	0.160916	0.0337572	0.0348918	0.00944927	0.033769	0.0248104	0.028743	0.0439156	0.0146522	0.0409367	0.0328286	0.07682	0.0680103	0.0339143	0.0258012	0.0489473	0.0291596	0.0261561	0.0303978	0.0527654	0.0516127	3.252466
1457	1	-15800.81	-15814.25	13.4344	0.119838	0.0973682	0.109503	0.0958083	0.0987902	0.0794281	0.121603	0.0962992	0.11687	0.151394	0.0794471	0.0725069	0.093286	0.0963759	0.106337	0.129068	0.0999105	0.137105	0.128202	0.0704727	0.081726	0.0766901	0.149008	0.0295081	0.0218151	0.030719	0.0468358	0.043699	0.0592491	0.0313824	0.0175558	0.0179109	0.0595763	0.0269695	0.0370024	0.0283993	0.0892209	0.0466087	0.0266604	0.0191569	0.0478285	0.0371025	0.0212311	3.145468
1458	0	-15807.25	-15820.52	13.26894	0.134735	0.0911799	0.0989945	0.102191	0.100676	0.0507865	0.130797	0.0781719	0.0858714	0.148001	0.078813	0.0793737	0.112466	0.101966	0.107352	0.128688	0.141851	0.109648	0.131357	0.08273	0.0821536	0.0752134	0.178072	0.0377983	0.0217303	0.0115622	0.0309958	0.0272073	0.0267267	0.0390443	0.0327023	0.030852	0.0174164	0.0911957	0.052204	0.0307249	0.0290258	0.046131	0.0355351	0.0414997	0.0355695	0.0447387	0.0482665	3.162014
1459	1	-15799.37	-15811.63	12.26659	0.106179	0.109875	0.113045	0.105995	0.122033	0.0662823	0.141491	0.0769456	0.0856439	0.170568	0.0809011	0.0931578	0.100492	0.0868259	0.134486	0.137151	0.107748	0.114623	0.112561	0.0739838	0.0944304	0.0784686	0.178739	0.0341276	0.0327726	0.0344144	0.031765	0.0399358	0.0489334	0.0425164	0.0191462	0.0330609	0.0707138	0.0358871	0.0381507	0.0323551	0.0716556	0.0461542	0.018403	0.0261361	0.0497754	0.0356161	0.0291043	3.262249
1460	0	-15804.96	-15817.27	12.30873	0.128846	0.113524	0.0956302	0.125741	0.0918382	0.0811597	0.130797	0.0825342	0.101818	0.167824	0.0841022	0.0837284	0.096614	0.0803424	0.101819	0.143589	0.116666	0.140731	0.117791	0.0673317	0.10059	0.0742733	0.174099	0.0418899	0.0337913	0.0147585	0.0336849	0.0274106	0.0493862	0.0532203	0.0150226	0.0310755	0.0185882	0.0911957	0.047999	0.0218882	0.0362281	0.0480662	0.0207619	0.0384078	0.0309483	0.0515106	0.0508128	3.258035
1461	1	-15798.16	-15811.01	12.85369	0.13014	0.0864988	0.0745176	0.118394	0.111039	0.0767531	0.134794	0.0921531	0.106054	0.170568	0.0710548	0.0762627	0.0900795	0.0858158	0.119006	0.129434	0.12445	0.114623	0.129906	0.0863058	0.101037	0.0697399	0.157211	0.0329171	0.028461	0.0432861	0.033965	0.0525972	0.0447549	0.0385651	0.0322374	0.0254846	0.0495428	0.0424856	0.0289416	0.0350856	0.0688912	0.048401	0.0238421	0.0226781	0.0318137	0.0443838	0.0193701	3.203539
1462	0	-15796.82	-15810.53	13.71016	0.117482	0.0876954	0.0963569	0.0998989	0.102658	0.0930064	0.129402	0.0715238	0.0781745	0.164843	0.0948008	0.0830118	0.111751	0.0955341	0.108643	0.14615	0.128243	0.104199	0.126033	0.070151	0.0835459	0.0917421	0.161824	0.0330949	0.0217144	0.0142688	0.0340163	0.0274574	0.0339289	0.0440962	0.0196471	0.0304265	0.0283855	0.0799467	0.0393334	0.0200508	0.0455507	0.0360256	0.0265856	0.0258653	0.0301559	0.0447191	0.0359535	3.117892
1463	1	-15801.67	-15814.15	12.47032	0.158752	0.113495	0.0903999	0.102393	0.110947	0.0830476	0.132237	0.0781685	0.0802838	0.156293	0.0844144	0.0661129	0.100622	0.095169	0.119006	0.128996	0.124704	0.108152	0.128031	0.0678839	0.102659	0.097143	0.175314	0.0304399	0.0182563	0.0466271	0.0356178	0.0456201	0.0338375	0.0452414	0.0379362	0.0288048	0.0668627	0.0225963	0.0269293	0.0255253	0.0709494	0.0525593	0.0191013	0.0203417	0.0499059	0.0379513	0.022547	3.241876
1464	0	-15803.12	-15816.08	12.9613	0.106571	0.0987927	0.101174	0.089338	0.115075	0.0912269	0.124528	0.0788326	0.107001	0.164843	0.106455	0.0917244	0.0838524	0.0955341	0.118278	0.117253	0.123818	0.127555	0.114728	0.0735658	0.076326	0.0822024	0.151976	0.0298669	0.0185895	0.0221362	0.0431584	0.0332161	0.0531315	0.0445369	0.0116617	0.0484446	0.0330122	0.058627	0.0567212	0.0313454	0.0344885	0.0587321	0.0252653	0.0312357	0.0308278	0.0498176	0.0373136	3.192778
1465	1	-15802.48	-15814.97	12.49023	0.130336	0.107696	0.0884924	0.107566	0.0979111	0.0825109	0.155699	0.0760989	0.111377	0.177734	0.0826331	0.0927306	0.0924849	0.105431	0.102767	0.12062	0.12429	0.115076	0.104047	0.0798305	0.0740152	0.0896622	0.175314	0.0318787	0.0253023	0.0316799	0.0306637	0.0484327	0.0349234	0.0470051	0.0247391	0.0213984	0.0464244	0.0220634	0.0196501	0.0294936	0.0674721	0.0530781	0.0283829	0.0315246	0.0618401	0.0466406	0.0429698	3.239885
