Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
40	0	-15804.54	-15817.59	13.04932	0.118102	0.114195	0.0997249	0.0893111	0.106599	0.0791698	0.0993035	0.0755361	0.0757698	0.170752	0.0653306	0.101498	0.110797	0.0939983	0.129611	0.124552	0.124146	0.113765	0.108475	0.0661413	0.102091	0.0741052	0.173767	0.0370687	0.0328734	0.0157218	0.0376394	0.034959	0.0326544	0.0555094	0.0289085	0.0520015	0.0305113	0.0797338	0.0677493	0.026877	0.0177603	0.0427033	0.0299165	0.0247601	0.0289448	0.0525764	0.0383662	3.183976
41	1	-15800.46	-15813.24	12.77512	0.11623	0.102348	0.11673	0.10513	0.109731	0.0660699	0.120449	0.0744352	0.104763	0.174023	0.0825797	0.101592	0.0909847	0.0988805	0.128039	0.133031	0.125592	0.112311	0.129135	0.0789134	0.0836531	0.0937278	0.189472	0.0199725	0.0256302	0.0347728	0.0311574	0.0544966	0.0323056	0.0323562	0.0221568	0.019678	0.0477494	0.0218916	0.0131782	0.0289179	0.0783464	0.0478068	0.00663701	0.0196731	0.0395018	0.0488872	0.0484617	3.211396
42	0	-15809.89	-15822.66	12.76634	0.169308	0.0773718	0.103144	0.0893111	0.111987	0.0720281	0.129886	0.0803854	0.115208	0.186819	0.0707706	0.0825208	0.105974	0.0918104	0.123798	0.128792	0.131937	0.104977	0.10114	0.0590054	0.0934295	0.0846413	0.148861	0.0296704	0.0336611	0.0164112	0.0340501	0.0185725	0.0179355	0.0569829	0.0369601	0.0520015	0.0176734	0.0750118	0.0736942	0.0288825	0.0235142	0.0361693	0.0470014	0.0426941	0.0218517	0.0475893	0.038842	3.212273
43	1	-15804.43	-15816.89	12.46565	0.136643	0.132924	0.122305	0.0773913	0.11744	0.078414	0.114354	0.0943342	0.092716	0.165067	0.0708908	0.0801501	0.098331	0.0946738	0.120569	0.119705	0.12893	0.10588	0.132394	0.0571737	0.0940698	0.0839946	0.181858	0.0213072	0.0267933	0.0414101	0.028015	0.0440735	0.0406945	0.0278931	0.0198296	0.0305246	0.0529863	0.02589	0.0144484	0.0226621	0.0999547	0.0503974	0.0276631	0.0219236	0.0514058	0.0411236	0.0531379	3.242343
44	0	-15811.48	-15824.64	13.16072	0.139771	0.0911611	0.106427	0.0764972	0.0884244	0.0977559	0.120122	0.0725859	0.119004	0.186819	0.078089	0.0667323	0.0860669	0.099386	0.122696	0.123222	0.112276	0.118867	0.120455	0.0909232	0.079935	0.069806	0.164399	0.0456571	0.0363552	0.0157885	0.01726	0.0318248	0.0303945	0.0560034	0.0378604	0.0602443	0.0192584	0.0821475	0.039669	0.0229255	0.0245573	0.054237	0.0415323	0.0227807	0.0234302	0.0482715	0.031218	3.172836
45	1	-15797.6	-15810.42	12.82772	0.124489	0.103325	0.10324	0.0903135	0.114531	0.0990625	0.119117	0.0826595	0.106368	0.175034	0.0806822	0.0852028	0.0887461	0.082797	0.108505	0.11797	0.123212	0.113161	0.128647	0.0887642	0.0847495	0.0871384	0.175541	0.01463	0.0169618	0.031576	0.031706	0.0425977	0.0317704	0.0294244	0.0233994	0.0269487	0.0547818	0.0266227	0.0343273	0.0388118	0.0949495	0.0400483	0.0294982	0.0148057	0.0617371	0.0291738	0.0491107	3.206136
46	0	-15812.77	-15825.03	12.2632	0.111978	0.0911611	0.106427	0.0807044	0.129725	0.0860742	0.143397	0.0888078	0.0789061	0.168746	0.0674929	0.089046	0.0886082	0.0849118	0.109729	0.122283	0.140028	0.135445	0.148536	0.0818239	0.0820101	0.110058	0.164399	0.0391049	0.0327977	0.0291083	0.032869	0.0250718	0.0198994	0.0555641	0.0332566	0.0426892	0.0202889	0.0812534	0.0521778	0.0210763	0.0276484	0.0621305	0.0249987	0.0337819	0.0122023	0.0473559	0.0590175	3.262588
47	1	-15797.05	-15809.61	12.55821	0.142474	0.0954933	0.098122	0.101245	0.114531	0.0824056	0.119055	0.0889962	0.10282	0.172027	0.0730388	0.0894415	0.0925734	0.0975047	0.106137	0.143417	0.114126	0.113195	0.131019	0.0695103	0.107147	0.0757134	0.1583	0.0156266	0.0307423	0.0344807	0.032405	0.0497871	0.0262245	0.0407991	0.0274727	0.0279677	0.0503057	0.0292891	0.0330084	0.0231987	0.10513	0.0468303	0.0237601	0.00974249	0.0564839	0.0316936	0.0498474	3.233087
48	0	-15812.6	-15825.72	13.11356	0.135103	0.103375	0.0838592	0.089333	0.0992308	0.0790064	0.135005	0.0648369	0.0876706	0.168523	0.0651789	0.10079	0.126389	0.0816198	0.133026	0.107203	0.140028	0.096945	0.10604	0.0759909	0.090409	0.0974107	0.156871	0.0403777	0.0352823	0.0198632	0.0258375	0.0178984	0.027288	0.0437423	0.039547	0.0433934	0.0244711	0.0679483	0.0657961	0.0231867	0.0180779	0.052201	0.0343381	0.0451189	0.0258062	0.0611609	0.0423729	3.177551
49	1	-15804.49	-15816.69	12.20017	0.131182	0.0878271	0.098122	0.0955036	0.0964179	0.0876982	0.12623	0.0807891	0.109067	0.163155	0.0734023	0.0699184	0.107764	0.103215	0.123903	0.123983	0.131074	0.127739	0.136527	0.0866737	0.102557	0.0773278	0.2025	0.0280662	0.038473	0.0343966	0.0302706	0.041125	0.0167821	0.0402256	0.0174	0.0222181	0.0402218	0.0200074	0.0319707	0.0269404	0.106055	0.0510579	0.0120663	0.0174908	0.0501046	0.036355	0.0650882	3.268891
50	0	-15808.97	-15821.26	12.2929	0.133326	0.0952235	0.0981247	0.122869	0.126259	0.0682216	0.11223	0.075035	0.0990613	0.158602	0.0886676	0.101074	0.073248	0.10637	0.0972785	0.127842	0.107946	0.119981	0.130041	0.0816578	0.0979804	0.0909679	0.170454	0.0279442	0.0211638	0.0165212	0.0404172	0.0272547	0.0175765	0.0515517	0.0340097	0.0580079	0.0270994	0.0728424	0.0690935	0.0254555	0.0320364	0.049027	0.032406	0.0459785	0.0319267	0.0580102	0.038834	3.259618
51	1	-15809.28	-15822.44	13.15438	0.131853	0.0732835	0.098122	0.0955036	0.139188	0.0783813	0.140165	0.0690294	0.0991032	0.152775	0.0731721	0.0742734	0.0944137	0.0743599	0.115229	0.122802	0.135192	0.114075	0.122171	0.0893671	0.0901071	0.0881792	0.156304	0.0463437	0.0230673	0.0546773	0.0447135	0.049907	0.0177062	0.0369816	0.02435	0.0431763	0.0428681	0.0188067	0.0338636	0.0323618	0.0842908	0.0479467	0.0146447	0.0143115	0.037842	0.0335675	0.0449953	3.17347
52	0	-15804.18	-15816.41	12.22463	0.133216	0.0952235	0.104453	0.0936604	0.125561	0.0775734	0.119257	0.0676691	0.101142	0.144908	0.0880617	0.0923211	0.0955451	0.105097	0.123082	0.110648	0.120476	0.119981	0.126062	0.0820506	0.0941275	0.0928059	0.170774	0.0386953	0.0329981	0.0405851	0.0242456	0.0248221	0.0306589	0.0507079	0.0282334	0.0552773	0.0230211	0.106216	0.0606019	0.0276472	0.0158709	0.0440832	0.0332343	0.0228306	0.0272324	0.0494418	0.0463463	3.266445
53	1	-15808.29	-15820.16	11.87144	0.110689	0.0891391	0.117655	0.116522	0.110359	0.0779067	0.120401	0.0820336	0.0871539	0.150675	0.0800916	0.0863595	0.101068	0.0845258	0.133099	0.154958	0.130475	0.145594	0.12653	0.0708748	0.0938724	0.0989532	0.165822	0.0266431	0.0373521	0.0372667	0.0399335	0.049717	0.0448288	0.0326421	0.020856	0.0330883	0.0641104	0.0321421	0.0196126	0.035982	0.0774543	0.0479467	0.0267816	0.0212024	0.0431999	0.0362709	0.039975	3.301764
54	0	-15812.87	-15825.61	12.74337	0.128433	0.104221	0.100374	0.106496	0.101071	0.0800786	0.153874	0.0864756	0.0873438	0.152558	0.0649676	0.09906	0.0978011	0.107699	0.133827	0.122047	0.115794	0.120112	0.0983312	0.100631	0.0769724	0.110498	0.15273	0.0360327	0.029583	0.0168611	0.0412413	0.0231388	0.0252396	0.0419349	0.0376649	0.0507334	0.0313768	0.0711508	0.0384792	0.0228708	0.0275601	0.0534958	0.0261616	0.0332502	0.0240976	0.0431492	0.0391535	3.214571
55	1	-15805.08	-15817	11.91723	0.133226	0.0926617	0.114503	0.0965651	0.111201	0.0790586	0.146147	0.0776879	0.0921229	0.204502	0.076931	0.0963717	0.0940861	0.114757	0.115389	0.120435	0.114077	0.104627	0.117002	0.0951216	0.085407	0.0964108	0.189499	0.0244716	0.0271345	0.0282478	0.0442851	0.0486674	0.0291206	0.0314752	0.0313268	0.032008	0.045955	0.0296336	0.0222144	0.0314044	0.0807143	0.0462323	0.0152502	0.0100863	0.0545529	0.0387381	0.0578757	3.297185
56	0	-15809.36	-15823.14	13.77376	0.138312	0.095599	0.0822957	0.0783471	0.106921	0.0532496	0.124038	0.0697313	0.102377	0.188068	0.0697244	0.086174	0.0978011	0.0904441	0.0991543	0.0960304	0.144344	0.112922	0.108396	0.0687062	0.0979216	0.0962535	0.167543	0.0378434	0.0228385	0.00719779	0.0282289	0.0187402	0.0136538	0.0667162	0.0200027	0.0492652	0.0289151	0.106362	0.0503444	0.0292921	0.0186093	0.0476166	0.037096	0.0410287	0.0252068	0.0505336	0.0376879	3.111532
57	1	-15806.02	-15818.97	12.95469	0.133226	0.0930865	0.0980325	0.0720718	0.121918	0.0827086	0.123479	0.0641644	0.0847941	0.185862	0.0812254	0.0881632	0.10155	0.101517	0.0881646	0.138914	0.116165	0.0952203	0.145058	0.0819646	0.0973699	0.0745987	0.189499	0.0236828	0.0309575	0.0269724	0.0238234	0.0553177	0.0315148	0.0427425	0.0390741	0.0254985	0.0586756	0.0298118	0.0345066	0.0298892	0.0800123	0.0377698	0.0119719	0.0203383	0.0447557	0.0411082	0.0462631	3.193439
58	0	-15806.33	-15819.84	13.513	0.138312	0.0844599	0.0923501	0.0858071	0.101722	0.0738095	0.13965	0.0869108	0.0938602	0.157361	0.0839918	0.085515	0.0949854	0.0805411	0.118955	0.109259	0.113881	0.0964857	0.108396	0.0790664	0.0938311	0.086021	0.197065	0.0219727	0.0358199	0.0155572	0.0345358	0.026126	0.0229157	0.0690559	0.0357571	0.0496563	0.0339516	0.0699286	0.0454915	0.0255221	0.0267269	0.0438686	0.0349041	0.0301001	0.0112186	0.0505336	0.0517284	3.137608
59	1	-15804.43	-15817.32	12.89251	0.120072	0.103773	0.0995018	0.0873193	0.125679	0.0697022	0.135058	0.0868472	0.107416	0.163416	0.0782004	0.0899129	0.090682	0.0939932	0.096528	0.138914	0.117685	0.128161	0.134524	0.0645209	0.0798471	0.0799231	0.179224	0.0239599	0.0342641	0.0306012	0.0324826	0.0583283	0.00959412	0.0316117	0.0191043	0.0377604	0.0508394	0.0284522	0.0288555	0.0285233	0.0821399	0.0544074	0.00755548	0.017305	0.0629906	0.0435084	0.0464733	3.199657
60	0	-15803.64	-15816.7	13.06143	0.123676	0.101084	0.108404	0.0850021	0.11893	0.0907963	0.119637	0.0968493	0.0858647	0.153553	0.0696454	0.0983072	0.0866842	0.0911428	0.115845	0.126063	0.129343	0.0944129	0.122739	0.079232	0.0999029	0.0848581	0.155365	0.021467	0.0383991	0.0145653	0.0304003	0.0386134	0.0397292	0.0628251	0.0205581	0.0360317	0.0402745	0.0794469	0.0531721	0.0158095	0.0238427	0.0430537	0.0351931	0.0320662	0.0305853	0.0431939	0.0462005	3.182765
61	1	-15809.17	-15822.13	12.95274	0.120072	0.0899646	0.0995018	0.0838818	0.111038	0.095176	0.121842	0.0967182	0.0701602	0.169894	0.0825654	0.0800812	0.0946999	0.0979177	0.108542	0.149908	0.13296	0.123513	0.1273	0.058951	0.0925696	0.086708	0.163663	0.0239717	0.0450181	0.0435196	0.0240037	0.060482	0.0189446	0.0328587	0.0208776	0.0226986	0.0384253	0.0342113	0.0301258	0.0294403	0.0975424	0.049909	0.00646072	0.0147522	0.0629906	0.0459408	0.033833	3.193634
62	0	-15806.07	-15819.03	12.95657	0.132841	0.0985911	0.0880586	0.103534	0.110864	0.0790633	0.131958	0.0699245	0.0813784	0.159208	0.079448	0.0855142	0.0801479	0.110895	0.097029	0.116537	0.120657	0.096879	0.112367	0.0794306	0.100915	0.0848581	0.153176	0.0510878	0.0504329	0.0160061	0.0388127	0.0359455	0.0265278	0.0571668	0.0315635	0.0569006	0.0285934	0.092091	0.0483325	0.0313311	0.0154796	0.0506621	0.0369734	0.0315697	0.0414509	0.0401343	0.0389162	3.193251
63	1	-15801.01	-15813.85	12.84126	0.120889	0.110219	0.0918713	0.0895847	0.104868	0.0908815	0.127083	0.0825799	0.0987739	0.170934	0.0707227	0.0895663	0.11526	0.0979177	0.107789	0.135627	0.112657	0.112505	0.118103	0.078786	0.0898502	0.0840442	0.154756	0.0277849	0.0354578	0.0478337	0.0467658	0.0643808	0.0320399	0.034519	0.0265367	0.0235482	0.0384253	0.0181734	0.0359411	0.0244526	0.0822387	0.0412134	0.0115425	0.0190454	0.0487078	0.0293477	0.061559	3.204782
64	0	-15809.02	-15822.2	13.17964	0.137782	0.103552	0.0823414	0.0818338	0.141943	0.0889874	0.117774	0.0999753	0.0747641	0.141154	0.0834163	0.0923854	0.0893213	0.0817295	0.109579	0.0980791	0.146785	0.117683	0.110417	0.0908822	0.0709745	0.094544	0.148336	0.0400096	0.023385	0.0262644	0.0260407	0.0331859	0.0298281	0.0763646	0.0188065	0.0415662	0.0220534	0.0885378	0.0483325	0.0255956	0.0230023	0.0589118	0.0301745	0.032032	0.0313425	0.0433747	0.0478965	3.170944
65	1	-15806.25	-15818.84	12.58396	0.121837	0.0961591	0.11985	0.0947905	0.10683	0.0829707	0.127083	0.0772697	0.102458	0.16383	0.0849634	0.0879049	0.0927771	0.078122	0.105747	0.105873	0.117914	0.115336	0.113158	0.068371	0.0822825	0.0974192	0.179124	0.0223906	0.0255248	0.0596418	0.0362051	0.0523392	0.039114	0.0436175	0.0214936	0.0338115	0.0630567	0.0318991	0.0231985	0.0358434	0.0736823	0.0558486	0.019215	0.0307798	0.0571609	0.0475856	0.0360338	3.230512
66	0	-15802.83	-15815.69	12.85245	0.144853	0.0922915	0.0961662	0.0923758	0.100909	0.0975639	0.119931	0.100701	0.0871453	0.157586	0.0717247	0.0804524	0.0893213	0.119434	0.108464	0.113254	0.106045	0.1124	0.125493	0.0809532	0.0858484	0.0879162	0.17685	0.040117	0.0226033	0.0265512	0.0314266	0.0229062	0.020805	0.0715764	0.0342415	0.050685	0.02201	0.0913853	0.0581371	0.0235848	0.028692	0.0396037	0.0216317	0.0240014	0.0277154	0.0606746	0.0376334	3.203663
67	1	-15810.44	-15823.39	12.95673	0.13021	0.0961591	0.113457	0.117262	0.111674	0.0878756	0.127083	0.0822003	0.0956812	0.166419	0.0757463	0.0844773	0.094934	0.11688	0.100078	0.124529	0.121548	0.115336	0.121153	0.0765229	0.0710555	0.0688437	0.161447	0.00688515	0.0288205	0.0411983	0.0220764	0.0548262	0.0337745	0.036788	0.0163452	0.0170134	0.054925	0.0320995	0.0359154	0.0386492	0.105114	0.0375312	0.0313884	0.0157825	0.0298429	0.0438423	0.0498443	3.193235
68	0	-15811.82	-15824.34	12.52542	0.132282	0.101968	0.0961662	0.100613	0.111175	0.0762231	0.114292	0.0808854	0.123434	0.176907	0.0566253	0.0922134	0.101591	0.106519	0.104437	0.0997675	0.146488	0.116703	0.126271	0.105451	0.104454	0.0926688	0.161362	0.032284	0.0214589	0.00780719	0.0301324	0.0221715	0.0368173	0.0458715	0.0202672	0.0616422	0.0239332	0.0799176	0.0582477	0.0232477	0.0325046	0.0514871	0.0200361	0.0264738	0.0247076	0.0449868	0.0438741	3.236366
69	1	-15801	-15814.4	13.40337	0.135671	0.0735014	0.0993226	0.0845766	0.0985872	0.0842384	0.125141	0.0785494	0.077703	0.174066	0.0719787	0.0742479	0.102792	0.0866369	0.100078	0.126984	0.119452	0.106913	0.134115	0.0709056	0.0973135	0.0835375	0.18971	0.0278785	0.029358	0.0324779	0.0305759	0.0517308	0.0219606	0.0258914	0.0316792	0.0313098	0.0530793	0.0395415	0.0228105	0.0421398	0.0764855	0.05226	0.0149648	0.0174858	0.0467446	0.0448528	0.0593226	3.148571
70	0	-15810.22	-15823.45	13.2322	0.121223	0.0871095	0.110414	0.0894838	0.118593	0.0762231	0.0891734	0.0855159	0.0944062	0.180545	0.077379	0.0738357	0.08984	0.106155	0.118653	0.126976	0.149135	0.128046	0.114612	0.0819678	0.0864247	0.0910343	0.171948	0.0288921	0.0267694	0.00576273	0.0428003	0.0374645	0.026581	0.0584712	0.0151969	0.0363225	0.0232019	0.0893718	0.0525007	0.0276217	0.0126718	0.0533984	0.0385246	0.0168806	0.0334505	0.0382919	0.0328198	3.165688
71	1	-15804.51	-15816.73	12.2238	0.127496	0.0773579	0.105147	0.0977525	0.105053	0.0900769	0.139424	0.0785494	0.103302	0.145935	0.0894863	0.0861349	0.102792	0.105709	0.105674	0.123602	0.142348	0.107451	0.144194	0.0903748	0.079698	0.0968169	0.181435	0.0405581	0.0179487	0.0416372	0.0249311	0.0396482	0.0500866	0.0360819	0.0305751	0.0240686	0.0432715	0.0263669	0.0381708	0.0321197	0.0901123	0.0427341	0.0210561	0.0174997	0.0544284	0.045212	0.0242118	3.266528
72	0	-15822.17	-15834.03	11.85797	0.119699	0.0874937	0.126501	0.0960957	0.123574	0.0834362	0.104817	0.0710446	0.0909462	0.153431	0.0763533	0.0916564	0.107473	0.0867772	0.111667	0.130603	0.149623	0.133719	0.118296	0.0794894	0.0860968	0.0943224	0.171948	0.0367684	0.0307476	0.0235335	0.0482491	0.0458	0.0343816	0.0563583	0.0168998	0.0317075	0.0156582	0.0985955	0.0624968	0.0609985	0.0115036	0.0273006	0.0268329	0.0403939	0.0399972	0.0597833	0.0400425	3.303111
73	1	-15801.98	-15814.29	12.30941	0.127496	0.0989264	0.106469	0.0926474	0.1044	0.0955789	0.138504	0.0866109	0.0937291	0.175031	0.0855752	0.0563535	0.112139	0.108012	0.097948	0.13351	0.12485	0.141519	0.120328	0.0825941	0.0852673	0.0862272	0.176636	0.0192754	0.0459932	0.0344252	0.0275184	0.0489791	0.0439353	0.0275318	0.0235432	0.0285219	0.0524086	0.0232914	0.0248028	0.0378709	0.0869207	0.0461861	0.0189713	0.014946	0.0512125	0.0373692	0.0339125	3.257967
74	0	-15802.52	-15813.95	11.43132	0.147313	0.126503	0.0984772	0.0934478	0.118756	0.0875868	0.121091	0.0710446	0.0963066	0.168038	0.0877475	0.0981918	0.11681	0.101697	0.122001	0.0985568	0.136633	0.112608	0.118296	0.0800037	0.0846077	0.0866665	0.196983	0.0389839	0.0295939	0.0165546	0.0267953	0.0352629	0.0288817	0.073107	0.0251675	0.0419803	0.0282165	0.0804565	0.0595914	0.0246219	0.0200527	0.056386	0.0360977	0.0293379	0.0255644	0.0460394	0.0537189	3.345776
75	1	-15807.05	-15820.08	13.02496	0.144675	0.105632	0.0869195	0.080841	0.12356	0.0874053	0.109378	0.0921646	0.0929804	0.169238	0.0676264	0.0650343	0.0967033	0.0781225	0.109848	0.139997	0.149051	0.108921	0.144745	0.0795788	0.0944257	0.0840727	0.162094	0.0183808	0.0316534	0.0390002	0.025062	0.0400554	0.0500881	0.0510785	0.0298702	0.0244218	0.0495692	0.0323562	0.0176553	0.0367733	0.0861495	0.0343267	0.0223851	0.00675669	0.0432207	0.0370796	0.037516	3.186412
76	0	-15812.41	-15825.34	12.93085	0.124503	0.11252	0.11688	0.0945964	0.118146	0.071763	0.0978427	0.0782854	0.115539	0.175855	0.0726832	0.089281	0.084877	0.0828862	0.106867	0.135255	0.113411	0.0932064	0.164318	0.0827741	0.0897665	0.102747	0.143772	0.0419699	0.0329791	0.023842	0.0247226	0.027105	0.025953	0.0628022	0.0219172	0.0484889	0.0241057	0.0706975	0.0475953	0.0346855	0.0261772	0.0407639	0.0302815	0.0222201	0.0279549	0.0685373	0.0252504	3.195823
77	1	-15811.22	-15824.4	13.17989	0.128299	0.0867556	0.10865	0.0862483	0.101955	0.0650292	0.116091	0.0695678	0.090534	0.177608	0.0823534	0.0830465	0.113834	0.0882606	0.118048	0.114181	0.11538	0.110182	0.144745	0.0578475	0.0854813	0.0822167	0.182586	0.0191657	0.0258021	0.0190955	0.0306105	0.0495036	0.0550125	0.0316104	0.0296128	0.0380264	0.0745587	0.0340682	0.0301434	0.0361191	0.085143	0.0390225	0.0338238	0.00842337	0.0378827	0.0574602	0.0269334	3.170919
78	0	-15802.23	-15815.38	13.1485	0.128979	0.0983696	0.0761543	0.089565	0.118146	0.0778831	0.131096	0.0771875	0.11026	0.165297	0.0726832	0.0747723	0.104252	0.0894699	0.104734	0.102122	0.117273	0.120877	0.130659	0.0858121	0.0818285	0.0872162	0.160885	0.0258255	0.0396053	0.0296105	0.0287638	0.0247043	0.0307177	0.0628634	0.0171441	0.0526821	0.0323055	0.101016	0.0492962	0.0244603	0.0377832	0.0406703	0.0164235	0.0330791	0.027728	0.0596774	0.0341779	3.174058
79	1	-15801.92	-15814.45	12.52197	0.128299	0.0867556	0.105394	0.113718	0.110787	0.0798092	0.115309	0.0856451	0.0948084	0.191262	0.0711265	0.0845108	0.0822289	0.0945574	0.106799	0.133958	0.114643	0.109288	0.115604	0.0804728	0.0941665	0.0872881	0.187763	0.0291279	0.0226652	0.0522869	0.0309357	0.055836	0.0578579	0.0481889	0.0237991	0.0341909	0.0457885	0.0286013	0.0205666	0.0337036	0.092538	0.0467068	0.0325124	0.0079638	0.0399005	0.0338053	0.025544	3.236711
80	0	-15804.59	-15818.27	13.67343	0.128979	0.0845402	0.105899	0.0904037	0.116841	0.0716933	0.129073	0.0722314	0.0942142	0.171687	0.0674623	0.0908075	0.0871491	0.0856278	0.100722	0.10165	0.106733	0.124676	0.114138	0.0990505	0.0848116	0.0897173	0.162824	0.0383813	0.0256634	0.0152687	0.0446215	0.0160322	0.0204004	0.0526144	0.0166063	0.0587628	0.0258516	0.0705458	0.0486811	0.027854	0.0277407	0.0450571	0.0376117	0.0297711	0.0402938	0.0592664	0.0396083	3.121565
81	1	-15806.21	-15819.04	12.83212	0.121985	0.0950983	0.113915	0.0956798	0.129819	0.0790744	0.130471	0.0728331	0.0955678	0.172248	0.0911514	0.0831675	0.111745	0.0999094	0.110191	0.110328	0.107356	0.123218	0.115817	0.0769181	0.095787	0.0756808	0.165259	0.0205956	0.0327802	0.0221539	0.0298266	0.0527723	0.0487334	0.0400373	0.0360803	0.0305079	0.0588529	0.0322962	0.015686	0.0332831	0.075102	0.0383232	0.0481898	0.0108537	0.0378678	0.0363915	0.0321426	3.205696
82	0	-15795.57	-15808.89	13.32293	0.126593	0.0886689	0.0928583	0.0865169	0.117808	0.0827608	0.128844	0.0706233	0.0986679	0.171687	0.0807109	0.0838197	0.103032	0.0825136	0.109914	0.110449	0.151334	0.112304	0.114379	0.0715892	0.0870981	0.0925776	0.152347	0.0352462	0.0412616	0.0194165	0.0267081	0.0219518	0.0245994	0.065049	0.0150482	0.0518153	0.0274477	0.0866135	0.0472858	0.0239813	0.0180097	0.0412496	0.0239884	0.0411826	0.0365515	0.0484469	0.0436652	3.156615
83	1	-15807.83	-15820.9	13.07099	0.134051	0.0843455	0.0963298	0.110166	0.114211	0.09391	0.133232	0.0744387	0.0881358	0.167491	0.067444	0.0811566	0.0988303	0.0840971	0.127276	0.139011	0.114627	0.1123	0.131143	0.0749683	0.100778	0.0957769	0.17699	0.0201648	0.0159602	0.0140776	0.0315321	0.0368626	0.057856	0.0469532	0.0233589	0.025812	0.0415184	0.027881	0.0198927	0.0300296	0.0873144	0.0484025	0.0252381	0.0175421	0.0378618	0.0407373	0.0321037	3.181809
84	0	-15804.42	-15817.4	12.97774	0.123605	0.0961891	0.0894909	0.0977017	0.105363	0.0636301	0.123665	0.0791056	0.0986679	0.177639	0.0788717	0.0851603	0.0978341	0.0919028	0.120164	0.131131	0.124422	0.139307	0.118464	0.0787469	0.069573	0.0985217	0.147712	0.0387278	0.0311555	0.0106932	0.0342113	0.023203	0.0240728	0.0479336	0.0219045	0.0360607	0.035637	0.0789931	0.0720897	0.0261738	0.0243233	0.0525015	0.0344591	0.0315973	0.0493147	0.0484007	0.0328138	3.191134
85	1	-15804.63	-15817.56	12.93585	0.15564	0.103214	0.0827141	0.11954	0.107348	0.0805648	0.121319	0.0754613	0.0956524	0.1726	0.0723186	0.0744301	0.092639	0.0988467	0.134747	0.117627	0.127533	0.0955099	0.131143	0.0570657	0.078146	0.0669014	0.14847	0.0345055	0.0293792	0.035978	0.0331135	0.059746	0.0490899	0.0315636	0.0212909	0.0308955	0.0674511	0.0358416	0.0278088	0.0289618	0.0777889	0.0529151	0.0266059	0.0279476	0.0464557	0.0464833	0.02207	3.195323
86	0	-15808.43	-15820.78	12.35102	0.145785	0.108262	0.0994443	0.0994483	0.121366	0.0647805	0.123665	0.0551666	0.11382	0.178439	0.0702175	0.0844927	0.0850779	0.0919488	0.119653	0.129583	0.135463	0.109758	0.118464	0.087459	0.0895051	0.0868562	0.180171	0.0361291	0.021717	0.025619	0.0421233	0.0337211	0.0508846	0.0554516	0.0267155	0.0527801	0.0208941	0.0902521	0.0602358	0.021532	0.0120485	0.059129	0.0165918	0.0273231	0.0267301	0.0439733	0.0311266	3.253806
87	1	-15808.13	-15820.42	12.29189	0.113935	0.100638	0.0914891	0.106124	0.124831	0.0829253	0.155868	0.0707761	0.123395	0.150682	0.0692831	0.0989712	0.0923539	0.0986662	0.112604	0.0934227	0.131502	0.124994	0.124036	0.0770417	0.100393	0.0937744	0.162619	0.0330568	0.0160275	0.0367971	0.0471026	0.0647483	0.0453328	0.0359459	0.016654	0.0316451	0.060125	0.0423612	0.0198989	0.0209966	0.0700252	0.0478134	0.029391	0.0402787	0.0348648	0.0464308	0.019898	3.259719
88	0	-15806.19	-15819.87	13.67567	0.114877	0.095951	0.0898564	0.0951537	0.11319	0.0763394	0.130511	0.0798136	0.0850794	0.172561	0.0845315	0.0843592	0.0850779	0.0950451	0.112444	0.129605	0.111285	0.108289	0.103808	0.0751764	0.0758169	0.0775123	0.148953	0.0360944	0.0479788	0.0397137	0.0292488	0.0279588	0.0229529	0.0715349	0.0260283	0.056463	0.0331785	0.0995949	0.0411139	0.0204596	0.0156145	0.0456739	0.0306376	0.0267331	0.0294858	0.0479102	0.0277296	3.121341
89	1	-15806.5	-15820.29	13.79451	0.097847	0.118305	0.100677	0.0962495	0.12133	0.0777827	0.145639	0.07949	0.0892687	0.1509	0.069199	0.0760145	0.0925046	0.0853455	0.121146	0.10873	0.128144	0.124994	0.124036	0.06103	0.0690743	0.08432	0.173651	0.0483031	0.0203292	0.041261	0.0304833	0.0496898	0.0404518	0.0260966	0.0181807	0.0253751	0.0648621	0.0350526	0.0237387	0.0163239	0.0720867	0.0484773	0.0200845	0.0196158	0.040529	0.0540874	0.0187508	3.109457
